Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position,ID,Wave_Level,Value
ON,Shippers and receivers ,14400,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,60,High,28.85
ON,Storekeepers and partspersons ,14401,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,61,Low,18.0
ON,Storekeepers and partspersons ,14401,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,61,Median,23.85
ON,Storekeepers and partspersons ,14401,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,61,High,34.99
ON,Production logistics workers ,14402,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,62,Low,21.07
ON,Production logistics workers ,14402,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,62,Median,32.0
ON,Production logistics workers ,14402,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,62,High,43.27
ON,Purchasing and inventory control workers ,14403,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,63,Low,16.55
ON,Purchasing and inventory control workers ,14403,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,63,Median,21.63
ON,Purchasing and inventory control workers ,14403,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,63,High,30.77
ON,Dispatchers ,14404,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,64,Low,17.0
ON,Dispatchers ,14404,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,64,Median,27.5
ON,Dispatchers ,14404,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,64,High,44.0
ON,Transportation route and crew schedulers ,14405,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,65,Low,17.19
ON,Transportation route and crew schedulers ,14405,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,65,Median,26.14
ON,Transportation route and crew schedulers ,14405,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,65,High,38.35
ON,Engineering managers ,20010,2,20,Natural and applied sciences and related occupations,"Specialized middle management occupations in engineering, architecture, science and information systems",0,Managers,66,Low,39.34
ON,Engineering managers ,20010,2,20,Natural and applied sciences and related occupations,"Specialized middle management occupations in engineering, architecture, science and information systems",0,Managers,66,Median,61.54
