Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position,ID,Wave_Level,Value,mean_temperature,Average_house_price,bachelors_higher,Minimum_wage,CPI
ON,Production and transportation logistics coordinators ,13201,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades,47,Median,25.96,-4.1,0.881946,29.9,16.55,3.4
ON,Production and transportation logistics coordinators ,13201,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades,47,High,38.9,-4.1,0.881946,29.9,16.55,3.4
ON,General office support workers ,14100,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,48,Low,16.55,-4.1,0.881946,29.9,16.55,3.4
ON,General office support workers ,14100,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,48,Median,21.66,-4.1,0.881946,29.9,16.55,3.4
ON,General office support workers ,14100,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,48,High,32.69,-4.1,0.881946,29.9,16.55,3.4
ON,Receptionists ,14101,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,49,Low,16.55,-4.1,0.881946,29.9,16.55,3.4
ON,Receptionists ,14101,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,49,Median,19.0,-4.1,0.881946,29.9,16.55,3.4
ON,Receptionists ,14101,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,49,High,26.0,-4.1,0.881946,29.9,16.55,3.4
ON,Personnel clerks ,14102,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,50,Low,19.23,-4.1,0.881946,29.9,16.55,3.4
ON,Personnel clerks ,14102,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,50,Median,24.04,-4.1,0.881946,29.9,16.55,3.4
ON,Personnel clerks ,14102,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,50,High,32.21,-4.1,0.881946,29.9,16.55,3.4
ON,Court clerks and related court services occupations ,14103,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,51,Low,25.5,-4.1,0.881946,29.9,16.55,3.4
ON,Court clerks and related court services occupations ,14103,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,51,Median,28.59,-4.1,0.881946,29.9,16.55,3.4
ON,Court clerks and related court services occupations ,14103,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,51,High,53.85,-4.1,0.881946,29.9,16.55,3.4
ON,Survey interviewers and statistical clerks ,14110,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,52,Low,17.0,-4.1,0.881946,29.9,16.55,3.4
ON,Survey interviewers and statistical clerks ,14110,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,52,Median,18.83,-4.1,0.881946,29.9,16.55,3.4
ON,Survey interviewers and statistical clerks ,14110,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,52,High,44.53,-4.1,0.881946,29.9,16.55,3.4
ON,Data entry clerks ,14111,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,53,Low,16.55,-4.1,0.881946,29.9,16.55,3.4
ON,Data entry clerks ,14111,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,53,Median,20.0,-4.1,0.881946,29.9,16.55,3.4
ON,Data entry clerks ,14111,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,53,High,30.77,-4.1,0.881946,29.9,16.55,3.4
ON,Desktop publishing operators and related occupations ,14112,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,54,Low,16.55,-4.1,0.881946,29.9,16.55,3.4
ON,Desktop publishing operators and related occupations ,14112,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,54,Median,19.66,-4.1,0.881946,29.9,16.55,3.4
ON,Desktop publishing operators and related occupations ,14112,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,54,High,25.5,-4.1,0.881946,29.9,16.55,3.4
ON,Accounting and related clerks ,14200,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,55,Low,17.0,-4.1,0.881946,29.9,16.55,3.4
ON,Accounting and related clerks ,14200,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,55,Median,23.78,-4.1,0.881946,29.9,16.55,3.4
ON,Accounting and related clerks ,14200,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,55,High,35.0,-4.1,0.881946,29.9,16.55,3.4
ON,"Banking, insurance and other financial clerks ",14201,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,56,Low,18.0,-4.1,0.881946,29.9,16.55,3.4
ON,"Banking, insurance and other financial clerks ",14201,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,56,Median,23.59,-4.1,0.881946,29.9,16.55,3.4
ON,"Banking, insurance and other financial clerks ",14201,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,56,High,35.9,-4.1,0.881946,29.9,16.55,3.4
ON,Collection clerks ,14202,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,57,Low,16.55,-4.1,0.881946,29.9,16.55,3.4
ON,Collection clerks ,14202,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,57,Median,23.01,-4.1,0.881946,29.9,16.55,3.4
ON,Collection clerks ,14202,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,57,High,34.5,-4.1,0.881946,29.9,16.55,3.4
ON,Library assistants and clerks ,14300,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,58,Low,16.55,-4.1,0.881946,29.9,16.55,3.4
ON,Library assistants and clerks ,14300,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,58,Median,19.0,-4.1,0.881946,29.9,16.55,3.4
ON,Library assistants and clerks ,14300,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,58,High,29.64,-4.1,0.881946,29.9,16.55,3.4
ON,"Correspondence, publication and regulatory clerks ",14301,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support,59,Low,18.75,-4.1,0.881946,29.9,16.55,3.4
